JW_ID	ECK number	B number	Gene name K-12	Locus name K-12	Synonyms of locus names K-12	Solubility(%)	Yield(uM)	Yield(ug/ml)	Minus Sol	TF Sol	GroE Sol	KJE Sol	Minus(uM)	TF(uM)	GroE(uM)	KJE(uM)	Minus(ug/ml)	TF(ug/ml)	GroE(ug/ml)	KJE(ug/ml)	Calculated MW(kDa)	Calculated pI	Type of gene product	Gene product description	Cell location	Structure (PDB) id	SCOP assignment
JW1500	ECK1500	b1507	hipA	hipA		4	0.8	38													49.2	8.6	r	regulator with hipB	Cytoplasmic		
JW2339	ECK2336	b2342	yfcY	yfcY	fadI	9	0.7	33	5.39	14.58	86.91	43.87	0.751	0.835	0.983	1.072	34.89	38.82	45.7	49.82	46.488	8.97	e	beta-ketoacyl-CoA thiolase, anaerobic, subunit	Cytoplasmic		53901; Thiolase-like
JW5200	ECK1282	b1287	yciW	yciW		10	0.4	19	8.3	19.81	82.68	80.27	0.679	0.678	0.741	0.718	28.65	28.6	31.26	30.28	42.176	6.51	pe	predicted oxidoreductase	Cytoplasmic		
JW5406	ECK2547	b2550	yphH	yphH		21	0.7	31	8.79	20.1	60.76	70.23	1.101	1.115	0.808	0.746	48.97	49.58	35.95	33.18	44.474	6.73	pr	predicted DNA-binding transcriptional regulator	Cytoplasmic		46785; Winged helix
JW1571	ECK1573	b1579	intQ	intQ		18	0.2	10	22.51	29.52	56.76	66.6	0.226	0.273	0.238	0.254	10.23	12.34	10.77	11.48	45.201	10.04	h	Qin prophage; predicted defective integrase	Cytoplasmic		47823; lambda integrase-like, N-terminal domain 56349; DNA breaking-rejoining enzymes
JW1083	ECK1083	b1097	yceG	yceG		17	0.6	23													38.2	10	pe	predicted aminodeoxychorismate lyase	Membrane Anchored		
JW1394	ECK1396	b1399	paaX	paaX	ydbY	13	0.3	12	22.52	23.76	66.49	55.78	0.51	0.489	0.398	0.49	17.97	17.24	14.04	17.28	35.262	7.93	r	DNA-binding transcriptional regulator, aryl-CoA responsive	Cytoplasmic		46785; Winged helix
JW5853	ECK3824	b3830	ysgA	ysgA		91	1	29													29.4	6.3	pe	predicted hydrolase	Cytoplasmic		53474; alpha/beta-Hydrolases
JW2815	ECK2845	b2847	yqeI	yqeI		15	1	31	16.47	7.37	35.59	38.57	2.463	2.77	3.314	3.188	75.94	85.4	102.16	98.3	30.832	9.03	pr	predicted transcriptional regulator	Cytoplasmic		46894; C-terminal, effector domain of the bipartite response regulators
JW1276	ECK1279	b1284	yciT	yciT		37	1.9	52													27.6	6.8	pr	predicted DNA-binding transcriptional regulator	Cytoplasmic		46785; Winged helix
JW2097	ECK2103	b2110	yehC	yehC		44	0.6	15													26.6	10.3	pf	predicted periplasmic pilin chaperone	Periplasmic		49354; PapD-like 49584; Periplasmic chaperone C-domain
JW5430	ECK2698	b2703	srlE	srlE	gutE -!- srlA_2 -!- gutA -!- sbl -!- srlA	18	0.7	22													33.3	7.6	t	glucitol/sorbitol-specific enzyme IIB component of PTS	Integral Membrane Protein		
JW0302	ECK0308	b0310	ykgH	ykgH		25	1.2	31													25.6	8	pm	predicted inner membrane protein	Integral Membrane Protein		
JW5487	ECK2973	b4468	glcE	glcE	b2978 -!- yghL -!- gox	10	0.7	26	19.16	38.61	90.25	125.71	0.547	0.438	0.451	0.401	20.95	16.78	17.28	15.35	38.32	6.92	e	glycolate oxidase FAD binding subunit	Cytoplasmic		
JW0551	ECK0554	b0562	ybcY	ybcY		24	0.5	10	37.65	57.29	108.02	79.72	0.753	0.855	0.81	0.817	15.9	18.05	17.11	17.25	21.107	7.42	h	DLP12 prophage; predicted SAM-dependent methyltransferase	Cytoplasmic		53335; S-adenosyl-L-methionine-dependent methyltransferases
JW3812	ECK3829	b3835	ubiB	ubiB	aarF -!- fre -!- yigQ -!- yigS -!- yigR -!- yigQ12 -!- yigQRS	18	0.2	14													63.1	9.5	e	2-octaprenylphenol hydroxylase	Integral Membrane Protein		56112; Protein kinase-like (PK-like)
JW1742	ECK1751	b1753	ynjA	ynjA		41	1	20													20.5	8.8	d	conserved protein	Cytoplasmic		69118; Antioxidant defence protein AhpD
JW2479	ECK2490	b2494	yfgC	yfgC		11	0.6	33													53.9	8.7	pe	predicted peptidase	Periplasmic		48439; Protein prenylyltransferase 55486; Metalloproteases (zincins), catalytic domain
JW5154	ECK1070	b1085	yceQ	yceQ		21	1.6	19	22.43	57.76	55.49	114.82	1.681	1.598	1.887	1.88	20.33	19.33	22.82	22.74	12.096	8.73	o	predicted protein	Cytoplasmic		
JW5310	ECK1878	b1877	yecT	yecT		31	1.8	34													18.9	5.6	o	predicted protein	Periplasmic		
JW0544	ECK0546	b0555	ybcS	ybcS	lycV	77	0.7	13													18	10.1	h	DLP12 prophage; predicted lysozyme	Periplasmic		53955; Lysozyme-like
JW0676	ECK0677	b0689	ybfP	ybfP		52	1.5	27													18.3	8.5	o	predicted protein	Outer Membrane Lipoprotein		
JW3780	ECK3802	b3808	yzcX	yzcX	o161	27	1	17	15.3	37.11	44.58	76.01	1.449	1.291	1.657	1.265	25.11	22.37	28.71	21.92	17.327	7.98	o	predicted protein	Cytoplasmic		
JW5079	ECK0547	b0556	rzpD	rzpD	ybcT -!- enpP	29	1.2	21													17.2	9.8	h	DLP12 prophage; predicted murein endopeptidase	Periplasmic		
JW2989	ECK3012	b3021	ygiT	ygiT		46	2.7	39													14.7	9.5	pr	predicted DNA-binding transcriptional regulator	Cytoplasmic		47413; lambda repressor-like DNA-binding domains
JW5837	ECK2081	b2085	yegR	yegR		55	2.3	26													11.5	9.5	o	predicted protein	Outer Membrane Lipoprotein		
JW0832	ECK0839	b0848	ybjM	ybjM		53	1.2	17													14.2	10.8	pm	predicted inner membrane protein	Integral Membrane Protein		
JW2480	ECK2491	b2495	yfgD	yfgD		100	3.2	42													13.4	7.9	pe	predicted oxidoreductase	Cytoplasmic		52833; Thioredoxin-like
JW0207	ECK0218	b0218	yafU	yafU		73	0.3	3													12.1	7.7	pm	predicted inner membrane protein	Integral Membrane Protein		
JW1088	ECK1088	b1102	fhuE	fhuE		1	0.3	25													81.1	4.8	t	ferric-rhodotorulic acid outer membrane transporter	Outer Membrane B-barrel protein		56935; Porins
JW1100	ECK1100	b1114	mfd	mfd		67	0	6													129.8	6	f	transcription-repair coupling factor	Cytoplasmic		52540; P-loop containing nucleotide triphosphate hydrolases
JW1193	ECK1190	b1202	ycgV	ycgV		17	0	4	12.78	20.88	10.7	142.18	0.066	0.069	0.037	0.043	6.54	6.87	3.73	4.32	99.566	5.24	pf	predicted adhesin	Cytoplasmic		51126; Pectin lyase-like
JW1215	ECK1218	b1224	narG	narG	chlC -!- narC	30	0	5	11.07	39.58	27.72	116.09	0.086	0.102	0.107	0.087	12.08	14.34	15.06	12.25	140.348	6.24	e	nitrate reductase 1, alpha subunit	Cytoplasmic	1Q16	50692; ADC-like 53706; Formate dehydrogenase/DMSO reductase, domains 1-3
JW1228	ECK1235	b1241	adhE	adhE	adhC -!- ana	46	0.2	18													96	6.7	e	fused acetaldehyde-CoA dehydrogenase iron-dependent alcohol dehydrogenase pyruvate-formate lyase deactivase	Cytoplasmic		53720; ALDH-like 56796; Dehydroquinate synthase-like
JW1268	ECK1271	b1276	acnA	acnA	acn	41	0.1	13													97.5	5.9	e	aconitate hydratase 1	Cytoplasmic		52016; Aconitase, C-terminal domain 53732; Aconitase, first 3 domains
JW1344	ECK1347	b1350	recE	recE	rac -!- sbcA -!- rmuB	51	0.2	17													96.2	4.5	h	Rac prophage; exonuclease VIII, 5' -> 3' specific dsDNA exonuclease	Cytoplasmic		
JW1366	ECK1367	b1372	stfR	stfR	ynaB	68	0.1	8													113.7	7.8	h	Rac prophage; predicted tail fiber protein	Cytoplasmic		49464; Carboxypeptidase D, a regulatory domain
JW1372	ECK1374	b1378	ydbK	ydbK	nifJ	17	0	5	22.78	43.48	9.93	61.21	0.09	0.09	0.127	0.134	11.64	11.63	16.33	17.24	128.677	5.67	pc	fused predicted Fe-S subunit of pyruvate-flavodoxin oxidoreductase	Cytoplasmic		52518; Thiamin diphosphate-binding fold (THDP-binding) 52922; Transketolase C-terminal domain-like 53323; Pyruvate-ferredoxin oxidoreductase, PFOR, domain III 54862; 4Fe-4S ferredoxins 52518; Thiamin diphosphate-binding fold
JW1376	ECK1378	b1381	ydbH	ydbH		13	0.1	5													96.7	6.1	o	predicted protein	Membrane Anchored		
JW1381	ECK1383	b1386	tynA	tynA	feaA -!- maoA	97	0.1	5													84.3	5.9	e	tyramine oxidase, copper-requiring	Periplasmic	1DYU	49998; Copper amine oxidase, domain 3 (catalytic) 54416; Copper amine oxidase, domains 1 and 2 55383; Copper amine oxidase, domain N
JW1382	ECK1384	b1387	maoC	maoC	paaZ -!- ydbN	8	0.4	30	22.58	6.83	22.29	78.64	0.33	0.62	0.499	0.802	24.04	45.2	36.41	58.5	72.927	6.36	e	fused aldehyde dehydrogenase enoyl-CoA hydratase	Cytoplasmic		53720; ALDH-like
JW1402	ECK1398	b1405	ydbA	ydbA_2		28	0.2	26	19.11	91.38	74.21	55.69	0.242	0.089	0.12	0.233	27.78	10.18	13.7	26.67	114.589	4.45	su	predicted outer membrane protein, C-ter fragment (pseudogene)	Cytoplasmic		
JW5221	ECK1400	b1407	ydbD	ydbD		28	0.1	10													86.6	5.6	o	predicted protein	Periplasmic		
JW1446	ECK1445	b1451	yncD	yncD		3	0.3	27													77.2	5.7	pt	predicted iron outer membrane transporter	Outer Membrane B-barrel protein		56935; Porins
JW1451	ECK1450	b1456	rhsE	rhsE		1	0.3	21	3.72	9.14	16.59	31.27	0.158	0.336	0.129	0.506	12.14	25.9	9.92	39.02	77.065	6.06	h	rhsE element core protein RshE	Cytoplasmic		
JW1484	ECK1483	b1489	dos	dos	yddU	11	0.2	17	17.77	19.08	90.13	106.29	0.127	0.203	0.074	0.227	11.46	18.27	6.67	20.45	90.152	5.5	e	cAMP phosphodiesterase, heme-regulated	Cytoplasmic		55785; PYP-like sensor domain
JW1489	ECK1488	b1494	pqqL	pqqL	pqqE -!- pqqM -!- yddC	38	0.1	8													104.5	6.3	pe	predicted peptidase	Cytoplasmic		63411; LuxS/MPP-like metallohydrolase
JW1490	ECK1489	b1495	yddB	yddB		3	0.2	18													89.2	6.4	pt	predicted porin protein	Periplasmic		56935; Porins
JW1495	ECK1494	b1501	ydeP	ydeP		8	0.1	6	7.77	24.22	33.85	78.44	0.162	0.069	0.103	0.211	13.49	5.75	8.6	17.57	83.413	6.64	pe	predicted oxidoreductase	Cytoplasmic		50692; ADC-like 53706; Formate dehydrogenase/DMSO reductase, domains 1-3
JW1579	ECK1582	b1587	ynfE	ynfE		21	0.1	10													89.7	8.4	e	oxidoreductase subunit	Periplasmic		50692; ADC-like 53706; Formate dehydrogenase/DMSO reductase, domains 1-3
JW5260	ECK1583	b1588	ynfF	ynfF		10	0.1	11													89.9	6.9	e	oxidoreductase subunit	Periplasmic		50692; ADC-like 53706; Formate dehydrogenase/DMSO reductase, domains 1-3
JW5272	ECK1669	b1673	ydhV	ydhV		29	0.1	7	27.92	40.83	62.62	81.78	0.084	0.141	0.127	0.163	6.53	10.94	9.92	12.65	77.799	6.68	pe	predicted oxidoreductase	Cytoplasmic		48310; Aldehyde ferredoxin oxidoreductase, C-terminal domains 56228; Aldehyde ferredoxin oxidoreductase, N-terminal domain
JW1677	ECK1684	b1687	ydiJ	ydiJ		3	0.2	23	27.3	13.06	42.46	92.1	0.035	0.204	0.05	0.135	3.91	23.03	5.69	15.23	113.138	6.98	pe	predicted FAD-linked oxidoreductase	Cytoplasmic		55103; FAD-linked oxidases, C-terminal domain 56176; FAD-binding domain
JW1692	ECK1700	b1702	pps	pps	ppsA	49	0.6	50													87.3	4.9	e	phosphoenolpyruvate synthase	Cytoplasmic		51621; Phosphoenolpyruvate/pyruvate domain 52009; Phosphohistidine domain 56059; Glutathione synthetase ATP-binding domain-like
JW1703	ECK1711	b1713	pheT	pheT		80	0.8	69													87.3	5.2	e	phenylalanine tRNA synthetase, beta subunit	Cytoplasmic		46955; Putative DNA-binding domain 50249; Nucleic acid-binding proteins 54991; Anticodon-binding domain of PheRS 55681; Class II aaRS and biotin synthetases 56037; B3/B4 domain of PheRS, PheT
JW1721	ECK1730	b1732	katE	katE		43	0.8	65													84.1	5.8	e	hydroperoxidase HPII(III) (catalase)	Cytoplasmic		52317; Class I glutamine amidotransferase-like 56634; Heme-linked catalases
JW1823	ECK1833	b1834	yebT	yebT		31	0.7	65													94.9	6.2	o	conserved protein	Membrane Anchored		
JW1834	ECK1846	b1845	ptrB	ptrB	tlp	2	0.7	59	7.45	14.15	18.17	53.79	0.487	0.609	0.473	0.583	38.7	48.39	37.57	46.26	79.405	5.93	e	protease II	Cytoplasmic		50993; Prolyl oligopeptidase, N-terminal domain 53474; alpha/beta-Hydrolases
JW1861	ECK1873	b1872	torZ	torZ	bisZ	33	0	3													88.9	7.3	e	trimethylamine N-oxide reductase system III, catalytic subunit	Periplasmic		50692; ADC-like 53706; Formate dehydrogenase/DMSO reductase, domains 1-3
JW1868	ECK1880	b1879	flhA	flhA	flaH	14	0.2	16													74.8	6.2	pt	predicted flagellar export pore protein	Integral Membrane Protein		
JW1982	ECK1993	b2000	flu	flu	agn43 -!- agn -!- yeeQ -!- yzzX	33	0.2	23													106.7	6.1	h	CP4-44 prophage; antigen 43 (Ag43) phase-variable biofilm formation autotransporter	Outer Membrane B-barrel protein		51126; Pectin lyase-like
JW2045	ECK2054	b2060	wzc	wzc		20	0.4	30													79.3	7.3	e	protein-tyrosine kinase	Integral Membrane Protein		52540; P-loop containing nucleotide triphosphate hydrolases
JW1069	ECK1067	b1082	flgK	flgK	flaS	44	0.7	42													57.8	4.6	s	flagellar hook-filament junction protein 1	Cytoplasmic		
JW1186	ECK1185	b1197	treA	treA	tre -!- osmA	70	0.2	12													63.6	6.1	e	periplasmic trehalase	Periplasmic		
JW5188	ECK1189	b1201	dhaR	dhaR	ptsD -!- ycgU	9	0.3	19	4.5	7.24	30.43	55.44	0.594	0.488	0.488	0.542	41.85	34.41	34.4	38.2	70.489	6.54	pr	predicted DNA-binding transcriptional regulator, dihydroxyacetone	Cytoplasmic		48283; FIS-like 52540; P-loop containing nucleotide triphosphate hydrolases 55785; PYP-like sensor domain
JW1213	ECK1216	b1222	narX	narX	frdR -!- narR -!- frd1	44	0.1	5													67	6.7	r	sensory histidine kinase in two-component regulatory system with NarL	Integral Membrane Protein		55874; ATPase domain of HSP90 chaperone/DNA topoisomerase II/histidine kinase
JW1235	ECK1237	b1243	oppA	oppA		74	0.6	35													60.8	6.6	t	oligopeptide transporter subunit periplasmic-binding component of ABC superfamily	Periplasmic		53850; Periplasmic binding protein-like II
JW1255	ECK1257	b1263	trpD	trpD	trpGD	23	0.1	7	14.83	29.66	87.47	91.73	0.21	0.245	0.239	0.246	11.91	13.89	13.59	13.99	56.816	6.38	e	fused glutamine amidotransferase (component II) of anthranilate synthase anthranilate phosphoribosyl transferase	Cytoplasmic		52317; Class I glutamine amidotransferase-like 47648; Pyrimidine nucleoside phosphorylase N-terminal domain 52418; Pyrimidine nucleoside phosphorylase central domain
JW1279	ECK1281	b1286	rnb	rnb		49	0.1	7													72.4	5.6	e	ribonuclease II	Cytoplasmic		50249; Nucleic acid-binding proteins
JW1287	ECK1289	b1294	sapA	sapA		31	0.5	31													61.5	7.7	pt	predicted antimicrobial peptide transporter subunit periplasmic-binding component of ABC superfamily	Periplasmic		53850; Periplasmic binding protein-like II
JW1302	ECK1304	b1309	ycjM	ycjM	sucP	6	0.4	25	6.95	19.46	48.29	75.66	0.474	0.427	0.486	0.335	30.37	27.41	31.18	21.48	64.123	6.17	pe	predicted glucosyltransferase	Cytoplasmic		51445; (Trans)glycosidases
JW1407	ECK1403	b1410	ynbC	ynbC		13	0.4	27	9.73	43.75	54.2	101.16	0.33	0.254	0.326	0.214	21.61	16.61	21.3	13.97	65.407	9.42	pe	predicted hydrolase	Cytoplasmic		53335; S-adenosyl-L-methionine-dependent methyltransferases 53474; alpha/beta-Hydrolases
JW1417	ECK1415	b1421	trg	trg		34	0.7	39													58.8	6.6	r	methyl-accepting chemotaxis protein III, ribose and galactose sensor receptor	Integral Membrane Protein		47170; Aspartate receptor, ligand-binding domain
JW1420	ECK1418	b1424	mdoD	mdoD	ydcG -!- opgD -!- yzzZ	61	0.3	19													61.4	6.1	e	glucan biosynthesis protein, periplasmic	Periplasmic		
JW1431	ECK1429	b1435	ydcP	ydcP		13	0.1	7	11.57	38.03	61.56	90.84	0.13	0.14	0.158	0.118	9.42	10.19	11.47	8.57	72.64	7.06	pe	predicted peptidase	Cytoplasmic		
JW5238	ECK1473	b1479	sfcA	sfcA	mae -!- maeA	9	1.3	83	20.58	33.26	61.07	61.15	0.966	0.961	0.937	1.149	60.97	60.64	59.16	72.54	63.118	5.55	e	malate dehydrogenase, NAD-requiring (malic enzyme)	Cytoplasmic		51735; NAD(P)-binding Rossmann-fold domains 53223; Aminoacid dehydrogenase-like, N-terminal domain
JW5240	ECK1481	b1487	ddpA	ddpA	yddS	62	0.7	41													57.6	7.5	t	D-Ala-D-Ala transporter subunit periplasmic-binding component of ABC superfamily	Periplasmic		53850; Periplasmic binding protein-like II
JW5243	ECK1492	b1498	ydeN	ydeN		57	0.7	46													62.7	6.1	d	conserved protein	Periplasmic		53649; Alkaline phosphatase-like
JW1504	ECK1504	b1511	ydeV	ydeV		6	0.8	48	3.67	10.9	49.3	71.78	0.711	0.633	0.995	0.713	40.84	36.4	57.19	41	57.475	5.68	pe	predicted sugar kinase	Cytoplasmic		53067; Actin-like ATPase domain
JW1531	ECK1531	b1538	dcp	dcp		43	0.9	70													77.4	5.8	e	dipeptidyl carboxypeptidase II	Cytoplasmic		55486; Metalloproteases (zincins), catalytic domain
JW1604	ECK1607	b1612	fumA	fumA		37	0.7	39													60.2	6.6	e	aerobic Class I fumarate hydratase (fumarase A)	Cytoplasmic		
JW1609	ECK1612	b1617	uidA	uidA	gurA -!- gusA -!- bglR -!- vidA	46	0.4	30													68.4	5.5	e	beta-D-glucuronidase	Cytoplasmic		49303; beta-Galactosidase/glucuronidase domain 49785; Galactose-binding domain-like 51445; (Trans)glycosidases
JW1613	ECK1616	b1621	malX	malX		6	0.3	18													56.6	8.7	t	fused maltose and glucose-specific PTS enzyme IIBC components	Integral Membrane Protein		55604; Glucose permease domain IIB
JW1658	ECK1664	b1668	ydhS	ydhS		52	0.6	38													60.7	5.3	d	conserved protein with FAD/NAD(P)-binding domain	Cytoplasmic		51905; FAD/NAD(P)-binding domain
JW1709	ECK1717	b1719	thrS	thrS		23	0.3	25	40.54	64.89	87.81	77.25	0.28	0.312	0.342	0.286	20.68	23.05	25.27	21.12	73.936	6.06	e	threonyl-tRNA synthetase	Cytoplasmic	1QF6	52954; Anticodon-binding domain of Class II aaRS 55174; Alpha-L RNA-binding motif 55186; Threonyl-tRNA synthetase (ThrRS), second 'additional' domain 55681; Class II aaRS and biotin synthetases
JW1755	ECK1764	b1766	sppA	sppA		14	0.7	47													67.1	6.4	e	protease IV (signal peptide peptidase)	Membrane Anchored		52096; ClpP/crotonase
JW1772	ECK1781	b1783	yeaG	yeaG		52	0.3	25													74.4	6	d	conserved protein with nucleoside triphosphate hydrolase domain	Cytoplasmic		52540; P-loop containing nucleotide triphosphate hydrolases
JW1794	ECK1803	b1805	fadD	fadD	oldD	37	0.4	26													62.3	6.7	e	acyl-CoA synthetase (long-chain-fatty-acid--CoA ligase)	Cytoplasmic		56801; Firefly luciferase-like
JW1797	ECK1806	b1808	yoaA	yoaA		12	0.6	41	2.7	5.39	15.57	78.18	1.511	1.684	1.162	1.121	106.22	118.42	81.72	78.84	70.303	7.29	d	conserved protein with nucleoside triphosphate hydrolase domain	Cytoplasmic		52540; P-loop containing nucleotide triphosphate hydrolases
JW1804	ECK1813	b1815	yoaD	yoaD		13	0.4	22													59.7	9.1	pe	predicted phosphodiesterase	Membrane Anchored		
JW1840	ECK1852	b1851	edd	edd		45	0.3	19													64.6	6.3	e	6-phosphogluconate dehydratase	Cytoplasmic		
JW1855	ECK1867	b1866	aspS	aspS	tls	82	0.5	34													65.8	5.9	e	aspartyl-tRNA synthetase	Cytoplasmic	1IL2	50249; Nucleic acid-binding proteins 55261; Prokaryotic AspRS, insert domain 55681; Class II aaRS and biotin synthetases
JW1865	ECK1877	b1876	argS	argS	lov	24	0.9	55	21.09	27.98	18.51	113.91	1.183	1.119	0.715	0.636	76.43	72.31	46.17	41.12	64.604	5.59	e	arginyl-tRNA synthetase	Cytoplasmic		47323; Anticodon-binding domain of a subclass of class I aminoacyl-tRNA synthetases 52374; Nucleotidylyl transferase 55190; Arginyl-tRNA synthetase (ArgRS), N-terminal 'additional' domain
JW1874	ECK1886	b1885	tap	tap		5	1	60													57.4	6	r	methyl-accepting protein IV	Integral Membrane Protein		47170; Aspartate receptor, ligand-binding domain
JW1875	ECK1887	b1886	tar	tar	cheM	74	0.1	4													59.9	5.9	r	methyl-accepting chemotaxis protein II	Integral Membrane Protein		47170; Aspartate receptor, ligand-binding domain
JW1877	ECK1889	b1888	cheA	cheA		89	0.1	10													71.3	4.7	r	fused chemotactic sensory histidine kinase (soluble) in two-component regulatory system with CheB and CheY	Cytoplasmic		47226; Histidine-containing phosphotransfer domain, HPT domain 47384; Homodimeric domain of signal transducing histidine kinase 55052; CheY-binding domain of CheA 55874; ATPase domain of HSP90 chaperone/DNA topoisomerase II/hist
JW1898	ECK1912	b1913	uvrC	uvrC		17	0.3	20	13.85	24.73	14.79	31.07	0.435	0.512	0.718	0.717	29.66	34.85	48.92	48.89	68.137	9.5	e	excinuclease UvrABC, endonuclease subunit	Cytoplasmic		46600; C-terminal, UvrC-binding domain of UvrB 47781; RuvA domain 2-like
JW1922	ECK1936	b1938	fliF	fliF	flaBI -!- flaAII 1 -!- flaAII.1	55	0.5	32													60.5	7.6	s	flagellar basal-body MS-ring and collar protein	Integral Membrane Protein		
JW5832	ECK1954	b1956	yedQ	yedQ		12	0.3	17													64.2	7.3	pr	predicted diguanylate cyclase	Integral Membrane Protein		53383; PLP-dependent transferases
JW5336	ECK2057	b2063	yegH	yegH		17	0.6	36													59.4	5.4	pm	fused predicted membrane proteins	Integral Membrane Protein		54631; CBS-domain
JW2049	ECK2058	b2064	asmA	asmA	yegA	70	0.2	11													68.9	5.7	pf	predicted assembly protein	Membrane Anchored		
JW1046	ECK1044	b1059	solA	solA		73	0.6	26													40.9	5.6	e	N-methyltryptophan oxidase, FAD-binding	Cytoplasmic		51905; FAD/NAD(P)-binding domain 54373; FAD-linked reductases, C-terminal domain
JW1049	ECK1047	b1062	pyrC	pyrC		4	2.2	84	11.2	20.54	85.49	56.57	1.5	1.485	1.772	1.188	58.19	57.61	68.75	46.08	38.787	6.24	e	dihydro-orotase	Cytoplasmic		51556; Metallo-dependent hydrolases
JW1063	ECK1061	b1076	flgE	flgE	flaK -!- fla FV	106	1.6	67													42	5	s	flagellar hook protein	Cytoplasmic		
JW1067	ECK1065	b1080	flgI	flgI	flaM -!- fla FIX	64	0.2	7													38.1	10	ps	predicted flagellar basal body protein	Periplasmic		
JW1070	ECK1068	b1083	flgL	flgL	flaT	35	2.4	81													34.2	5	s	flagellar hook-filament junction protein	Cytoplasmic		64518; F41 fragment of flagellin
JW1072	ECK1071	b1086	rluC	rluC	yceC	63	1.5	52													36	10.4	e	23S rRNA pseudouridylate synthase	Cytoplasmic		55174; Alpha-L RNA-binding motif
JW5156	ECK1076	b1090	plsX	plsX		15	1.4	54	16.09	26.08	53.91	81.99	1.612	1.602	1.679	1.637	61.54	61.17	64.12	62.5	38.18	9.77	pe	fatty acid/phospholipid synthesis protein	Cytoplasmic		
JW1077	ECK1077	b1091	fabH	fabH		92	1	35													33.5	5.7	e	3-oxoacyl-[acyl-carrier-protein] synthase III	Cytoplasmic	1HNK	53901; Thiolase-like
JW1081	ECK1081	b1095	fabF	fabF	cvc -!- fabJ -!- vtr -!- vtrB	8	1.5	66	9.27	30.34	46.47	78.27	1.453	0.808	1.256	1.416	62.48	34.75	54	60.87	42.999	6.28	e	3-oxoacyl-[acyl-carrier-protein] synthase II	Cytoplasmic		53901; Thiolase-like
